seq,t_epoch,t_iso,elapsed_s,chunks_total,sources_total,d_chunks,d_sources,ms_per_chunk,ms_per_source,tei_cpus,app_running,note
54,1789656303,2026-09-17T14:45:04+00:00,3202,62651,52300,1212,1000,49.5,60.0,2.00,yes,
55,1789656364,2026-09-17T14:46:04+00:00,3263,63735,53200,1084,900,56.3,67.8,2.00,yes,
56,1789656424,2026-09-17T14:47:05+00:00,3323,64938,54200,1203,1000,49.9,60.0,2.00,yes,
57,1789656485,2026-09-17T14:48:05+00:00,3384,66155,55200,1217,1000,50.1,61.0,2.00,yes,
58,1789656545,2026-09-17T14:49:06+00:00,3444,67240,56100,1085,900,55.3,66.7,2.00,yes,
59,1789656606,2026-09-17T14:50:06+00:00,3505,68539,57200,1299,1100,47.0,55.5,2.00,yes,
60,1789656666,2026-09-17T14:51:06+00:00,3565,69619,58100,1080,900,55.6,66.7,2.00,yes,
61,1789656727,2026-09-17T14:52:07+00:00,3626,70809,59100,1190,1000,51.3,61.0,2.00,yes,
62,1789656787,2026-09-17T14:53:07+00:00,3686,72037,60100,1228,1000,48.9,60.0,2.00,yes,
63,1789656848,2026-09-17T14:54:08+00:00,3747,73236,61100,1199,1000,50.9,61.0,2.00,yes,
64,1789656908,2026-09-17T14:55:08+00:00,3807,74347,62000,1111,900,54.0,66.7,2.00,yes,
65,1789656968,2026-09-17T14:56:09+00:00,3867,75437,62900,1090,900,55.0,66.7,2.00,yes,
66,1789657029,2026-09-17T14:57:09+00:00,3928,76629,63900,1192,1000,51.2,61.0,2.00,yes,
67,1789657089,2026-09-17T14:58:10+00:00,3988,77716,64800,1087,900,55.2,66.7,2.00,yes,
68,1789657150,2026-09-17T14:59:10+00:00,4049,78901,65800,1185,1000,51.5,61.0,2.00,yes,
69,1789657210,2026-09-17T15:00:11+00:00,4109,80103,66800,1202,1000,49.9,60.0,2.00,yes,
70,1789657271,2026-09-17T15:01:11+00:00,4170,81313,67800,1210,1000,50.4,61.0,2.00,yes,
71,1789657331,2026-09-17T15:02:12+00:00,4230,82521,68800,1208,1000,49.7,60.0,2.00,yes,
72,1789657392,2026-09-17T15:03:12+00:00,4291,83621,69700,1100,900,55.5,67.8,2.00,yes,
73,1789657452,2026-09-17T15:04:13+00:00,4351,84821,70700,1200,1000,50.0,60.0,2.00,yes,
74,1789657513,2026-09-17T15:05:13+00:00,4412,86019,71700,1198,1000,50.9,61.0,2.00,yes,
75,1789657573,2026-09-17T15:06:14+00:00,4472,87202,72700,1183,1000,50.7,60.0,2.00,yes,
76,1789657634,2026-09-17T15:07:14+00:00,4533,88270,73600,1068,900,57.1,67.8,2.00,yes,
77,1789657694,2026-09-17T15:08:15+00:00,4593,89474,74600,1204,1000,49.8,60.0,2.00,yes,
78,1789657755,2026-09-17T15:09:15+00:00,4654,90690,75600,1216,1000,50.2,61.0,2.00,yes,
79,1789657815,2026-09-17T15:10:16+00:00,4714,91880,76600,1190,1000,50.4,60.0,2.00,yes,
80,1789657876,2026-09-17T15:11:16+00:00,4775,92970,77500,1090,900,56.0,67.8,2.00,yes,
81,1789657936,2026-09-17T15:12:17+00:00,4835,94173,78500,1203,1000,49.9,60.0,2.00,yes,
82,1789657997,2026-09-17T15:13:17+00:00,4896,95265,79400,1092,900,55.9,67.8,2.00,yes,
83,1789658057,2026-09-17T15:14:18+00:00,4956,96453,80400,1188,1000,50.5,60.0,2.00,yes,
84,1789658118,2026-09-17T15:15:18+00:00,5017,97661,81400,1208,1000,50.5,61.0,2.00,yes,
85,1789658178,2026-09-17T15:16:19+00:00,5077,98763,82300,1102,900,54.4,66.7,2.00,yes,
86,1789658239,2026-09-17T15:17:19+00:00,5138,99858,83200,1095,900,55.7,67.8,2.00,yes,
87,1789658299,2026-09-17T15:18:20+00:00,5198,101054,84200,1196,1000,50.2,60.0,2.00,yes,
88,1789658360,2026-09-17T15:19:20+00:00,5259,102137,85100,1083,900,56.3,67.8,2.00,yes,
89,1789658420,2026-09-17T15:20:21+00:00,5319,103324,86100,1187,1000,50.5,60.0,2.00,yes,
90,1789658481,2026-09-17T15:21:21+00:00,5380,104531,87100,1207,1000,50.5,61.0,2.00,yes,
91,1789658541,2026-09-17T15:22:22+00:00,5440,105732,88100,1201,1000,50.0,60.0,2.00,yes,
92,1789658602,2026-09-17T15:23:22+00:00,5501,106901,89100,1169,1000,52.2,61.0,2.00,yes,
93,1789658662,2026-09-17T15:24:23+00:00,5561,108126,90100,1225,1000,49.0,60.0,2.00,yes,
94,1789658723,2026-09-17T15:25:23+00:00,5622,109212,91000,1086,900,56.2,67.8,2.00,yes,
95,1789658783,2026-09-17T15:26:24+00:00,5682,110417,92000,1205,1000,49.8,60.0,2.00,yes,
96,1789658844,2026-09-17T15:27:24+00:00,5743,111489,92900,1072,900,56.9,67.8,2.00,yes,
97,1789658904,2026-09-17T15:28:25+00:00,5803,112593,93800,1104,900,54.3,66.7,2.00,yes,
98,1789658965,2026-09-17T15:29:25+00:00,5864,113801,94800,1208,1000,50.5,61.0,2.00,yes,
99,1789659025,2026-09-17T15:30:26+00:00,5924,114893,95700,1092,900,54.9,66.7,2.00,yes,
100,1789659086,2026-09-17T15:31:26+00:00,5985,116088,96700,1195,1000,51.0,61.0,2.00,yes,
101,1789659146,2026-09-17T15:32:27+00:00,6045,117285,97700,1197,1000,50.1,60.0,2.00,yes,
102,1789659207,2026-09-17T15:33:27+00:00,6106,118468,98700,1183,1000,51.6,61.0,2.00,yes,
103,1789659267,2026-09-17T15:34:28+00:00,6166,119557,99600,1089,900,55.1,66.7,2.00,yes,
104,1789659328,2026-09-17T15:35:28+00:00,6227,120752,100600,1195,1000,51.0,61.0,2.00,yes,
105,1789659388,2026-09-17T15:36:29+00:00,6287,121930,101600,1178,1000,50.9,60.0,2.00,yes,
106,1789659449,2026-09-17T15:37:29+00:00,6348,123133,102600,1203,1000,50.7,61.0,2.00,yes,
107,1789659509,2026-09-17T15:38:30+00:00,6408,124320,103600,1187,1000,50.5,60.0,2.00,yes,
108,1789659570,2026-09-17T15:39:30+00:00,6469,125508,104600,1188,1000,51.3,61.0,2.00,yes,
109,1789659630,2026-09-17T15:40:31+00:00,6529,126590,105500,1082,900,55.5,66.7,2.00,yes,
110,1789659691,2026-09-17T15:41:31+00:00,6590,127797,106500,1207,1000,50.5,61.0,2.00,yes,
111,1789659752,2026-09-17T15:42:32+00:00,6651,128989,107500,1192,1000,51.2,61.0,2.00,yes,
112,1789659812,2026-09-17T15:43:32+00:00,6711,130087,108400,1098,900,54.6,66.7,2.00,yes,
113,1789659873,2026-09-17T15:44:33+00:00,6772,131275,109400,1188,1000,51.3,61.0,2.00,yes,
114,1789659933,2026-09-17T15:45:33+00:00,6832,132477,110400,1202,1000,49.9,60.0,2.00,yes,
115,1789659994,2026-09-17T15:46:34+00:00,6893,133558,111300,1081,900,56.4,67.8,2.00,yes,
116,1789660054,2026-09-17T15:47:35+00:00,6953,134761,112300,1203,1000,49.9,60.0,2.00,yes,
117,1789660115,2026-09-17T15:48:35+00:00,7014,135869,113200,1108,900,55.1,67.8,2.00,yes,
118,1789660175,2026-09-17T15:49:36+00:00,7074,137071,114200,1202,1000,49.9,60.0,2.00,yes,
119,1789660236,2026-09-17T15:50:36+00:00,7135,138246,115200,1175,1000,51.9,61.0,2.00,yes,
120,1789660296,2026-09-17T15:51:37+00:00,7195,139430,116200,1184,1000,50.7,60.0,2.00,yes,
121,1789660357,2026-09-17T15:52:37+00:00,7256,140519,117100,1089,900,56.0,67.8,2.00,yes,
122,1789660417,2026-09-17T15:53:38+00:00,7316,141719,118100,1200,1000,50.0,60.0,2.00,yes,
123,1789660478,2026-09-17T15:54:38+00:00,7377,142929,119100,1210,1000,50.4,61.0,2.00,yes,
124,1789660538,2026-09-17T15:55:39+00:00,7437,144015,120000,1086,900,55.2,66.7,2.00,yes,
125,1789660599,2026-09-17T15:56:39+00:00,7498,145191,121000,1176,1000,51.9,61.0,2.00,yes,
126,1789660659,2026-09-17T15:57:40+00:00,7558,146391,122000,1200,1000,50.0,60.0,2.00,yes,
127,1789660720,2026-09-17T15:58:40+00:00,7619,147585,123000,1194,1000,51.1,61.0,2.00,yes,
128,1789660780,2026-09-17T15:59:41+00:00,7679,148783,124000,1198,1000,50.1,60.0,2.00,yes,
129,1789660841,2026-09-17T16:00:41+00:00,7740,149985,125000,1202,1000,50.7,61.0,2.00,yes,
130,1789660902,2026-09-17T16:01:42+00:00,7801,150957,125800,972,800,62.8,76.2,2.00,yes,
131,1789660962,2026-09-17T16:02:42+00:00,7861,152152,126800,1195,1000,50.2,60.0,2.00,yes,
132,1789661023,2026-09-17T16:03:43+00:00,7922,153361,127800,1209,1000,50.5,61.0,2.00,yes,
133,1789661083,2026-09-17T16:04:44+00:00,7982,154538,128800,1177,1000,51.0,60.0,2.00,yes,
134,1789661144,2026-09-17T16:05:44+00:00,8043,155653,129700,1115,900,54.7,67.8,2.00,yes,
135,1789661204,2026-09-17T16:06:45+00:00,8103,156720,130600,1067,900,56.2,66.7,2.00,yes,
136,1789661265,2026-09-17T16:07:46+00:00,8164,157925,131600,1205,1000,50.6,61.0,2.00,yes,
137,1789661326,2026-09-17T16:08:46+00:00,8225,159130,132600,1205,1000,50.6,61.0,2.00,yes,
138,1789661386,2026-09-17T16:09:47+00:00,8285,160219,133500,1089,900,55.1,66.7,2.00,yes,
139,1789661447,2026-09-17T16:10:47+00:00,8346,161420,134500,1201,1000,50.8,61.0,2.00,yes,
140,1789661507,2026-09-17T16:11:48+00:00,8406,162636,135500,1216,1000,49.3,60.0,2.00,yes,
141,1789661568,2026-09-17T16:12:48+00:00,8467,163839,136500,1203,1000,50.7,61.0,2.00,yes,
142,1789661629,2026-09-17T16:13:49+00:00,8528,165044,137500,1205,1000,50.6,61.0,2.00,yes,
143,1789661689,2026-09-17T16:14:49+00:00,8588,166125,138400,1081,900,55.5,66.7,2.00,yes,
144,1789661750,2026-09-17T16:15:50+00:00,8649,167317,139400,1192,1000,51.2,61.0,2.00,yes,
145,1789661810,2026-09-17T16:16:51+00:00,8709,168395,140300,1078,900,55.7,66.7,2.00,yes,
146,1789661871,2026-09-17T16:17:51+00:00,8770,169710,141400,1315,1100,46.4,55.5,2.00,yes,
147,1789661931,2026-09-17T16:18:52+00:00,8830,170800,142300,1090,900,55.0,66.7,2.00,yes,
148,1789661992,2026-09-17T16:19:52+00:00,8891,172015,143300,1215,1000,50.2,61.0,2.00,yes,
149,1789662052,2026-09-17T16:20:53+00:00,8951,173217,144300,1202,1000,49.9,60.0,2.00,yes,
150,1789662113,2026-09-17T16:21:53+00:00,9012,174177,145100,960,800,63.5,76.2,2.00,yes,
151,1789662174,2026-09-17T16:22:54+00:00,9073,175252,146000,1075,900,56.7,67.8,2.00,yes,
152,1789662234,2026-09-17T16:23:55+00:00,9133,176452,147000,1200,1000,50.0,60.0,2.00,yes,
153,1789662295,2026-09-17T16:24:55+00:00,9194,177547,147900,1095,900,55.7,67.8,2.00,yes,
154,1789662355,2026-09-17T16:25:56+00:00,9254,178760,148900,1213,1000,49.5,60.0,2.00,yes,
155,1789662416,2026-09-17T16:26:56+00:00,9315,179935,149900,1175,1000,51.9,61.0,2.00,yes,
156,1789662477,2026-09-17T16:27:57+00:00,9376,181135,150900,1200,1000,50.8,61.0,2.00,yes,
157,1789662537,2026-09-17T16:28:58+00:00,9436,182338,151900,1203,1000,49.9,60.0,2.00,yes,
158,1789662598,2026-09-17T16:29:58+00:00,9497,183396,152800,1058,900,57.7,67.8,2.00,yes,
159,1789662658,2026-09-17T16:30:59+00:00,9557,184597,153800,1201,1000,50.0,60.0,2.00,yes,
160,1789662719,2026-09-17T16:32:00+00:00,9618,185670,154700,1073,900,56.8,67.8,2.00,yes,
161,1789662780,2026-09-17T16:33:00+00:00,9679,186750,155600,1080,900,56.5,67.8,2.00,yes,
162,1789662840,2026-09-17T16:34:01+00:00,9739,187826,156500,1076,900,55.8,66.7,2.00,yes,
163,1789662901,2026-09-17T16:35:01+00:00,9800,188904,157400,1078,900,56.6,67.8,2.00,yes,
164,1789662962,2026-09-17T16:36:02+00:00,9861,190002,158300,1098,900,55.6,67.8,2.00,yes,
165,1789663022,2026-09-17T16:37:03+00:00,9921,191057,159200,1055,900,56.9,66.7,2.00,yes,
166,1789663083,2026-09-17T16:38:04+00:00,9982,192131,160100,1074,900,56.8,67.8,2.00,yes,
167,1789663144,2026-09-17T16:39:04+00:00,10043,192851,160700,720,600,84.7,101.7,2.00,yes,
168,1789663205,2026-09-17T16:40:05+00:00,10104,193562,161300,711,600,85.8,101.7,2.00,yes,
169,1789663265,2026-09-17T16:41:06+00:00,10164,194522,162100,960,800,62.5,75.0,2.00,yes,
170,1789663326,2026-09-17T16:42:07+00:00,10225,195505,162900,983,800,62.1,76.2,2.00,yes,
171,1789663387,2026-09-17T16:43:07+00:00,10286,196479,163700,974,800,62.6,76.2,2.00,yes,
172,1789663447,2026-09-17T16:44:08+00:00,10346,197438,164500,959,800,62.6,75.0,2.00,yes,
173,1789663508,2026-09-17T16:45:09+00:00,10407,198285,165200,847,700,72.0,87.1,2.00,yes,
174,1789663569,2026-09-17T16:46:09+00:00,10468,199369,166100,1084,900,56.3,67.8,2.00,yes,
175,1789663630,2026-09-17T16:47:10+00:00,10529,200309,166900,940,800,64.9,76.2,2.00,yes,
176,1789663690,2026-09-17T16:48:11+00:00,10589,201149,167600,840,700,71.4,85.7,2.00,yes,
177,1789663751,2026-09-17T16:49:12+00:00,10650,201985,168300,836,700,73.0,87.1,2.00,yes,
178,1789663812,2026-09-17T16:50:12+00:00,10711,202717,168900,732,600,83.3,101.7,2.00,yes,
179,1789663872,2026-09-17T16:51:13+00:00,10771,203572,169600,855,700,70.2,85.7,2.00,yes,
180,1789663933,2026-09-17T16:52:14+00:00,10832,204322,170200,750,600,81.3,101.7,2.00,yes,
181,1789663994,2026-09-17T16:53:14+00:00,10893,205288,171000,966,800,63.1,76.2,2.00,yes,
182,1789664054,2026-09-17T16:54:15+00:00,10953,206135,171700,847,700,70.8,85.7,2.00,yes,
183,1789664115,2026-09-17T16:55:15+00:00,11014,206870,172300,735,600,83.0,101.7,2.00,yes,
184,1789664176,2026-09-17T16:56:16+00:00,11075,207710,173000,840,700,72.6,87.1,2.00,yes,
185,1789664236,2026-09-17T16:57:17+00:00,11135,208188,173400,478,400,125.5,150.0,2.00,yes,
186,1789664297,2026-09-17T16:58:17+00:00,11196,208426,173600,238,200,256.3,305.0,2.00,yes,
187,1789664357,2026-09-17T16:59:18+00:00,11256,209272,174300,846,700,70.9,85.7,2.00,yes,
188,1789664418,2026-09-17T17:00:19+00:00,11317,209988,174900,716,600,85.2,101.7,2.00,yes,
189,1789664479,2026-09-17T17:01:19+00:00,11378,210700,175500,712,600,85.7,101.7,2.00,yes,
190,1789664539,2026-09-17T17:02:20+00:00,11438,211421,176100,721,600,83.2,100.0,2.00,yes,
191,1789664600,2026-09-17T17:03:20+00:00,11499,212127,176700,706,600,86.4,101.7,2.00,yes,
192,1789664661,2026-09-17T17:04:21+00:00,11560,212859,177300,732,600,83.3,101.7,2.00,yes,
193,1789664721,2026-09-17T17:05:22+00:00,11620,213458,177800,599,500,100.2,120.0,2.00,yes,
194,1789664782,2026-09-17T17:06:22+00:00,11681,214190,178400,732,600,83.3,101.7,2.00,yes,
195,1789664842,2026-09-17T17:07:23+00:00,11741,214678,178800,488,400,123.0,150.0,2.00,yes,
196,1789664903,2026-09-17T17:08:23+00:00,11802,215280,179300,602,500,101.3,122.0,2.00,yes,
197,1789664964,2026-09-17T17:09:24+00:00,11863,215280,179300,0,0,,,2.00,yes,
198,1789665024,2026-09-17T17:10:25+00:00,11923,216239,180100,959,800,62.6,75.0,2.00,yes,
199,1789665085,2026-09-17T17:11:25+00:00,11984,217447,181100,1208,1000,50.5,61.0,2.00,yes,
200,1789665145,2026-09-17T17:12:26+00:00,12044,218645,182100,1198,1000,50.1,60.0,2.00,yes,
201,1789665206,2026-09-17T17:13:26+00:00,12105,219843,183100,1198,1000,50.9,61.0,2.00,yes,
202,1789665267,2026-09-17T17:14:27+00:00,12166,220938,184000,1095,900,55.7,67.8,2.00,yes,
203,1789665327,2026-09-17T17:15:27+00:00,12226,222123,185000,1185,1000,50.6,60.0,2.00,yes,
204,1789665388,2026-09-17T17:16:28+00:00,12287,223315,186000,1192,1000,51.2,61.0,2.00,yes,
205,1789665448,2026-09-17T17:17:29+00:00,12347,224507,187000,1192,1000,50.3,60.0,2.00,yes,
206,1789665509,2026-09-17T17:18:29+00:00,12408,225705,188000,1198,1000,50.9,61.0,2.00,yes,
207,1789665570,2026-09-17T17:19:30+00:00,12469,227011,189100,1306,1100,46.7,55.5,2.00,yes,
208,1789665630,2026-09-17T17:20:31+00:00,12529,228190,190100,1179,1000,50.9,60.0,2.00,yes,
209,1789665691,2026-09-17T17:21:31+00:00,12590,229273,191000,1083,900,56.3,67.8,2.00,yes,
210,1789665751,2026-09-17T17:22:32+00:00,12650,230465,192000,1192,1000,50.3,60.0,2.00,yes,
211,1789665812,2026-09-17T17:23:32+00:00,12711,231775,193100,1310,1100,46.6,55.5,2.00,yes,
212,1789665873,2026-09-17T17:24:33+00:00,12772,232856,194000,1081,900,56.4,67.8,2.00,yes,
213,1789665933,2026-09-17T17:25:34+00:00,12832,234073,195000,1217,1000,49.3,60.0,2.00,yes,
214,1789665994,2026-09-17T17:26:34+00:00,12893,235271,196000,1198,1000,50.9,61.0,2.00,yes,
215,1789666055,2026-09-17T17:27:35+00:00,12954,236482,197000,1211,1000,50.4,61.0,2.00,yes,
216,1789666115,2026-09-17T17:28:36+00:00,13014,237690,198000,1208,1000,49.7,60.0,2.00,yes,
217,1789666176,2026-09-17T17:29:36+00:00,13075,238870,199000,1180,1000,51.7,61.0,2.00,yes,
218,1789666236,2026-09-17T17:30:37+00:00,13135,240073,200000,1203,1000,49.9,60.0,2.00,yes,
