05:13:42  시작 코퍼스 0 청크 / 원본 200016 / TEI 상한 2.0 고정
05:13:45  ◆ 앱 기동 — 연속 색인 시작(1회차)
06:26:27  [watch] 청크 70106 (+964) 원본당 78.8ms | INSERT 1.369ms/건 | ckpt 14/0 wal 1157.9MB | dead 0 vac 16 run=0 | hnsw 119MB | cpu app 0.40% db 0.05% tei 200.43% | dbmem 495/512MB file 471 anon 17 evmax 1253 | base 70.0
06:27:31  [watch] 청크 71170 (+1064) 원본당 70.0ms | INSERT 1.375ms/건 | ckpt 14/0 wal 1164.4MB | dead 0 vac 16 run=0 | hnsw 121MB | cpu app 4.18% db 0.19% tei 199.30% | dbmem 495/512MB file 470 anon 17 evmax 1280 | base 70.0
06:28:34  [watch] 청크 72155 (+985) 원본당 80.0ms | INSERT 1.379ms/건 | ckpt 15/0 wal 1215.4MB | dead 0 vac 16 run=0 | hnsw 122MB | cpu app 0.21% db 0.48% tei 199.55% | dbmem 496/512MB file 471 anon 18 evmax 1412 | base 70.0
06:29:37  [watch] 청크 73115 (+960) 원본당 78.8ms | INSERT 1.396ms/건 | ckpt 15/0 wal 1268.9MB | dead 0 vac 16 run=0 | hnsw 124MB | cpu app 0.21% db 4.89% tei 200.65% | dbmem 497/512MB file 472 anon 18 evmax 1478 | base 70.0
06:30:40  [watch] 청크 74100 (+985) 원본당 78.8ms | INSERT 1.662ms/건 | ckpt 15/0 wal 1285.9MB | dead 0 vac 16 run=0 | hnsw 125MB | cpu app 0.45% db 98.71% tei 200.85% | dbmem 499/512MB file 437 anon 54 evmax 1851 | base 70.0
06:31:44  [watch] 청크 75080 (+980) 원본당 80.0ms | INSERT 1.623ms/건 | ckpt 15/0 wal 1294.4MB | dead 0 vac 16 run=0 | hnsw 127MB | cpu app 0.22% db 0.47% tei 199.18% | dbmem 479/512MB file 454 anon 17 evmax 1851 | base 70.0
06:32:47  [watch] 청크 76144 (+1064) 원본당 70.0ms | INSERT 1.496ms/건 | ckpt 15/0 wal 1301.2MB | dead 0 vac 16 run=0 | hnsw 129MB | cpu app 0.37% db 0.38% tei 200.92% | dbmem 495/512MB file 470 anon 17 evmax 1907 | base 70.0
06:33:50  [watch] 청크 77106 (+962) 원본당 78.8ms | INSERT 1.647ms/건 | ckpt 16/0 wal 1373.0MB | dead 0 vac 16 run=0 | hnsw 130MB | cpu app 0.39% db 0.45% tei 200.46% | dbmem 496/512MB file 470 anon 18 evmax 2227 | base 70.0
06:34:53  [watch] 청크 78184 (+1078) 원본당 70.0ms | INSERT 1.669ms/건 | ckpt 16/0 wal 1417.1MB | dead 0 vac 16 run=0 | hnsw 132MB | cpu app 0.24% db 0.43% tei 200.90% | dbmem 495/512MB file 469 anon 17 evmax 2318 | base 70.0
06:35:57  [watch] 청크 79137 (+953) 원본당 80.0ms | INSERT 1.587ms/건 | ckpt 16/0 wal 1430.9MB | dead 0 vac 16 run=0 | hnsw 134MB | cpu app 1.01% db 0.13% tei 199.94% | dbmem 496/512MB file 471 anon 17 evmax 2361 | base 70.0
06:37:00  [watch] 청크 80227 (+1090) 원본당 70.0ms | INSERT 1.610ms/건 | ckpt 16/0 wal 1439.4MB | dead 0 vac 16 run=0 | hnsw 136MB | cpu app 0.23% db 0.44% tei 200.07% | dbmem 494/512MB file 468 anon 18 evmax 2410 | base 70.0
06:38:03  [watch] 청크 81185 (+958) 원본당 78.8ms | INSERT 1.655ms/건 | ckpt 16/0 wal 1445.3MB | dead 0 vac 16 run=0 | hnsw 137MB | cpu app 0.58% db 0.38% tei 161.95% | dbmem 495/512MB file 468 anon 18 evmax 2494 | base 70.0
06:39:07  [watch] 청크 82167 (+982) 원본당 78.8ms | INSERT 1.723ms/건 | ckpt 17/0 wal 1533.3MB | dead 0 vac 16 run=0 | hnsw 139MB | cpu app 2.76% db 20.73% tei 200.12% | dbmem 495/512MB file 468 anon 18 evmax 2817 | base 70.0
06:40:10  [watch] 청크 83255 (+1088) 원본당 71.1ms | INSERT 1.768ms/건 | ckpt 17/0 wal 1569.9MB | dead 0 vac 16 run=0 | hnsw 141MB | cpu app 0.39% db 100.85% tei 200.51% | dbmem 494/512MB file 430 anon 55 evmax 3053 | base 70.0
06:41:13  [watch] 청크 84225 (+970) 원본당 78.8ms | INSERT 2.040ms/건 | ckpt 17/0 wal 1582.7MB | dead 0 vac 16 run=0 | hnsw 142MB | cpu app 0.23% db 0.09% tei 199.95% | dbmem 461/512MB file 434 anon 18 evmax 3053 | base 70.0
06:42:16  [watch] 청크 85177 (+952) 원본당 78.8ms | INSERT 1.755ms/건 | ckpt 17/0 wal 1590.1MB | dead 0 vac 16 run=0 | hnsw 144MB | cpu app 0.24% db 21.47% tei 157.00% | dbmem 471/512MB file 445 anon 17 evmax 3053 | base 70.0
06:43:20  [watch] 청크 86257 (+1080) 원본당 71.1ms | INSERT 1.775ms/건 | ckpt 18/0 wal 1615.3MB | dead 0 vac 16 run=0 | hnsw 146MB | cpu app 3.01% db 1.16% tei 201.96% | dbmem 494/512MB file 468 anon 17 evmax 3084 | base 70.0
06:44:23  [watch] 청크 87324 (+1067) 원본당 70.0ms | INSERT 1.904ms/건 | ckpt 18/0 wal 1703.9MB | dead 0 vac 16 run=0 | hnsw 147MB | cpu app 0.40% db 0.04% tei 200.18% | dbmem 493/512MB file 468 anon 18 evmax 3477 | base 70.0
06:45:26  [watch] 청크 88270 (+946) 원본당 78.8ms | INSERT 1.878ms/건 | ckpt 18/0 wal 1730.3MB | dead 0 vac 17 run=0 | hnsw 149MB | cpu app 1.27% db 0.20% tei 153.30% | dbmem 496/512MB file 470 anon 18 evmax 3509 | base 70.0
