13:51:39  watchdog: 390분 뒤 강제 정지 예약
13:51:39  시작 코퍼스 0 청크 / 원본 200016 / TEI 상한 2.0 고정
13:51:42  ◆ 앱 기동 — 연속 색인 시작(1회차)
14:48:24  [watch] 청크 66401 (+1220) 원본당 63.0ms | INSERT 1.331ms/건 | ckpt 11/0 wal 910.9MB | dead 0 vac 13 run=0 | hnsw 112MB | cpu app 1.00% db 11.04% tei 200.10% | base 63.0
14:49:27  [watch] 청크 67704 (+1303) 원본당 57.3ms | INSERT 1.417ms/건 | ckpt 12/0 wal 979.8MB | dead 0 vac 13 run=0 | hnsw 115MB | cpu app 2.69% db 4.10% tei 199.28% | base 63.0
14:50:30  [watch] 청크 68902 (+1198) 원본당 63.0ms | INSERT 1.353ms/건 | ckpt 12/0 wal 1021.0MB | dead 0 vac 13 run=0 | hnsw 117MB | cpu app 0.21% db 0.11% tei 199.52% | base 63.0
14:51:33  [watch] 청크 70106 (+1204) 원본당 63.0ms | INSERT 1.608ms/건 | ckpt 12/0 wal 1032.8MB | dead 0 vac 13 run=0 | hnsw 119MB | cpu app 0.68% db 99.33% tei 161.80% | base 63.0
14:52:36  [watch] 청크 71413 (+1307) 원본당 58.2ms | INSERT 1.482ms/건 | ckpt 12/0 wal 1040.8MB | dead 0 vac 13 run=0 | hnsw 121MB | cpu app 0.22% db 0.10% tei 199.64% | base 63.0
14:53:40  [watch] 청크 72511 (+1098) 원본당 70.0ms | INSERT 1.326ms/건 | ckpt 12/0 wal 1046.9MB | dead 0 vac 13 run=0 | hnsw 123MB | cpu app 3.00% db 19.42% tei 200.88% | base 63.0
14:54:43  [watch] 청크 73738 (+1227) 원본당 63.0ms | INSERT 1.475ms/건 | ckpt 13/0 wal 1126.9MB | dead 0 vac 13 run=0 | hnsw 125MB | cpu app 0.71% db 7.67% tei 156.99% | base 63.0
14:55:46  [watch] 청크 74958 (+1220) 원본당 63.0ms | INSERT 1.687ms/건 | ckpt 13/0 wal 1164.8MB | dead 0 vac 13 run=0 | hnsw 127MB | cpu app 0.21% db 0.52% tei 200.42% | base 63.0
14:56:49  [watch] 청크 76144 (+1186) 원본당 63.0ms | INSERT 1.624ms/건 | ckpt 13/0 wal 1177.0MB | dead 0 vac 13 run=0 | hnsw 129MB | cpu app 0.97% db 19.88% tei 201.01% | base 63.0
14:57:52  [watch] 청크 77358 (+1214) 원본당 63.0ms | INSERT 1.537ms/건 | ckpt 13/0 wal 1184.6MB | dead 0 vac 13 run=0 | hnsw 131MB | cpu app 0.44% db 0.43% tei 201.66% | base 63.0
14:58:55  [watch] 청크 78546 (+1188) 원본당 63.0ms | INSERT 1.685ms/건 | ckpt 13/0 wal 1191.4MB | dead 0 vac 13 run=0 | hnsw 133MB | cpu app 0.22% db 118.44% tei 199.90% | base 63.0
14:59:58  [watch] 청크 79859 (+1313) 원본당 57.3ms | INSERT 2.147ms/건 | ckpt 14/0 wal 1293.9MB | dead 0 vac 13 run=0 | hnsw 135MB | cpu app 0.94% db 0.68% tei 199.97% | base 63.0
15:01:01  [watch] 청크 81066 (+1207) 원본당 63.0ms | INSERT 1.653ms/건 | ckpt 14/0 wal 1320.0MB | dead 0 vac 13 run=0 | hnsw 137MB | cpu app 0.41% db 0.50% tei 199.08% | base 63.0
15:02:04  [watch] 청크 82285 (+1219) 원본당 63.0ms | INSERT 1.684ms/건 | ckpt 14/0 wal 1330.7MB | dead 0 vac 13 run=0 | hnsw 139MB | cpu app 0.27% db 4.84% tei 198.53% | base 63.0
15:03:07  [watch] 청크 83502 (+1217) 원본당 63.0ms | INSERT 1.686ms/건 | ckpt 14/0 wal 1338.4MB | dead 0 vac 14 run=0 | hnsw 141MB | cpu app 0.22% db 0.27% tei 199.91% | base 63.0
15:04:10  [watch] 청크 84698 (+1196) 원본당 63.0ms | INSERT 1.770ms/건 | ckpt 15/0 wal 1378.2MB | dead 0 vac 14 run=0 | hnsw 143MB | cpu app 0.26% db 0.09% tei 200.03% | base 63.0
15:05:13  [watch] 청크 85900 (+1202) 원본당 63.0ms | INSERT 1.882ms/건 | ckpt 15/0 wal 1458.9MB | dead 0 vac 14 run=0 | hnsw 145MB | cpu app 0.45% db 1.46% tei 199.47% | base 63.0
15:06:16  [watch] 청크 87202 (+1302) 원본당 57.3ms | INSERT 1.824ms/건 | ckpt 15/0 wal 1483.0MB | dead 0 vac 14 run=0 | hnsw 147MB | cpu app 0.28% db 0.23% tei 199.98% | base 63.0
15:07:19  [watch] 청크 88402 (+1200) 원본당 63.0ms | INSERT 1.857ms/건 | ckpt 15/0 wal 1492.9MB | dead 0 vac 14 run=0 | hnsw 149MB | cpu app 0.40% db 0.55% tei 199.34% | base 63.0
15:08:22  [watch] 청크 89592 (+1190) 원본당 64.0ms | INSERT 2.270ms/건 | ckpt 15/0 wal 1500.2MB | dead 0 vac 14 run=0 | hnsw 151MB | cpu app 0.24% db 100.07% tei 200.40% | base 63.0
15:09:25  [watch] 청크 90808 (+1216) 원본당 63.0ms | INSERT 2.185ms/건 | ckpt 16/0 wal 1566.6MB | dead 0 vac 14 run=0 | hnsw 153MB | cpu app 0.41% db 0.33% tei 201.20% | base 63.0
15:10:29  [watch] 청크 92002 (+1194) 원본당 63.0ms | INSERT 2.012ms/건 | ckpt 16/0 wal 1631.9MB | dead 0 vac 14 run=0 | hnsw 155MB | cpu app 2.56% db 0.33% tei 145.59% | base 63.0
15:11:32  [watch] 청크 93209 (+1207) 원본당 63.0ms | INSERT 1.943ms/건 | ckpt 16/0 wal 1653.4MB | dead 0 vac 14 run=0 | hnsw 157MB | cpu app 0.21% db 23.33% tei 200.47% | base 63.0
15:12:35  [watch] 청크 94422 (+1213) 원본당 63.0ms | INSERT 1.905ms/건 | ckpt 16/0 wal 1663.4MB | dead 0 vac 14 run=0 | hnsw 159MB | cpu app 2.60% db 0.25% tei 151.73% | base 63.0
15:13:38  [watch] 청크 95622 (+1200) 원본당 63.0ms | INSERT 1.919ms/건 | ckpt 16/0 wal 1671.0MB | dead 0 vac 14 run=0 | hnsw 161MB | cpu app 0.24% db 0.39% tei 199.44% | base 63.0
