         /\      Grafana   /‾‾/  
    /\  /  \     |\  __   /  /   
   /  \/    \    | |/ /  /   ‾‾\ 
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/ 
     execution: local
        script: traffic.js
        output: -
     scenarios: (100.00%) 1 scenario, 2000 max VUs, 10m10s max duration (incl. graceful stop):
              * traffic: Up to 1454.00 iterations/s for 10m0s over 40 stages (maxVUs: 250-2000, gracefulStop: 10s)
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
time="2026-09-20T02:56:41Z" level=info msg="setup: 세션 300/300 준비" source=console
running (02m59.9s), 0107/0250 VUs, 154871 complete and 0 interrupted iterations
running (03m00.9s), 0112/0250 VUs, 155927 complete and 0 interrupted iterations
running (03m01.9s), 0109/0250 VUs, 157016 complete and 0 interrupted iterations
running (03m02.9s), 0105/0250 VUs, 158129 complete and 0 interrupted iterations
running (03m03.9s), 0121/0250 VUs, 159246 complete and 0 interrupted iterations
running (03m04.9s), 0128/0250 VUs, 160394 complete and 0 interrupted iterations
running (03m05.9s), 0119/0250 VUs, 161584 complete and 0 interrupted iterations
running (03m06.9s), 0113/0250 VUs, 162779 complete and 0 interrupted iterations
running (03m07.9s), 0117/0250 VUs, 163947 complete and 0 interrupted iterations
running (03m08.9s), 0120/0250 VUs, 165098 complete and 0 interrupted iterations
running (03m09.9s), 0113/0250 VUs, 166237 complete and 0 interrupted iterations
running (03m10.9s), 0112/0250 VUs, 167352 complete and 0 interrupted iterations
running (03m11.9s), 0108/0250 VUs, 168449 complete and 0 interrupted iterations
running (03m12.9s), 0125/0250 VUs, 169506 complete and 0 interrupted iterations
running (03m13.9s), 0115/0250 VUs, 170572 complete and 0 interrupted iterations
running (03m14.9s), 0105/0250 VUs, 171618 complete and 0 interrupted iterations
running (03m15.9s), 0108/0250 VUs, 172630 complete and 0 interrupted iterations
running (03m16.9s), 0098/0250 VUs, 173637 complete and 0 interrupted iterations
running (03m17.9s), 0094/0250 VUs, 174618 complete and 0 interrupted iterations
running (03m18.9s), 0106/0250 VUs, 175563 complete and 0 interrupted iterations
running (03m19.9s), 0101/0250 VUs, 176507 complete and 0 interrupted iterations
running (03m20.9s), 0103/0250 VUs, 177424 complete and 0 interrupted iterations
running (03m21.9s), 0093/0250 VUs, 178342 complete and 0 interrupted iterations
running (03m22.9s), 0092/0250 VUs, 179261 complete and 0 interrupted iterations
running (03m23.9s), 0092/0250 VUs, 180188 complete and 0 interrupted iterations
running (03m24.9s), 0090/0250 VUs, 181129 complete and 0 interrupted iterations
running (03m25.9s), 0104/0250 VUs, 182062 complete and 0 interrupted iterations
running (03m26.9s), 0105/0250 VUs, 183019 complete and 0 interrupted iterations
running (03m27.9s), 0108/0250 VUs, 183984 complete and 0 interrupted iterations
running (03m28.9s), 0102/0250 VUs, 184967 complete and 0 interrupted iterations
running (03m29.9s), 0090/0250 VUs, 185966 complete and 0 interrupted iterations
running (03m30.9s), 0103/0250 VUs, 186950 complete and 0 interrupted iterations
running (03m31.9s), 0112/0250 VUs, 187949 complete and 0 interrupted iterations
running (03m32.9s), 0107/0250 VUs, 188970 complete and 0 interrupted iterations
running (03m33.9s), 0099/0250 VUs, 190006 complete and 0 interrupted iterations
running (03m34.9s), 0112/0250 VUs, 191031 complete and 0 interrupted iterations
running (03m35.9s), 0109/0250 VUs, 192080 complete and 0 interrupted iterations
running (03m36.9s), 0098/0250 VUs, 193141 complete and 0 interrupted iterations
running (03m37.9s), 0108/0250 VUs, 194171 complete and 0 interrupted iterations
running (03m38.9s), 0113/0250 VUs, 195194 complete and 0 interrupted iterations
running (03m39.9s), 0109/0250 VUs, 196215 complete and 0 interrupted iterations
running (03m40.9s), 0109/0250 VUs, 197221 complete and 0 interrupted iterations
running (03m41.9s), 0105/0250 VUs, 198218 complete and 0 interrupted iterations
running (03m42.9s), 0100/0250 VUs, 199207 complete and 0 interrupted iterations
running (03m43.9s), 0096/0250 VUs, 200183 complete and 0 interrupted iterations
running (03m44.9s), 0093/0250 VUs, 201146 complete and 0 interrupted iterations
running (03m45.9s), 0100/0250 VUs, 202089 complete and 0 interrupted iterations
running (03m46.9s), 0100/0250 VUs, 203026 complete and 0 interrupted iterations
